sample_index,true_label,true_class,majority_vote_label,majority_vote_class,majority_vote_correct,mean_probability_label,mean_probability_class,mean_probability_correct,strategies_agree,efficientnet_b0_label,efficientnet_b0_class,efficientnet_b0_confidence,resnet50_label,resnet50_class,resnet50_confidence,convnext_tiny_label,convnext_tiny_class,convnext_tiny_confidence,vit_b_16_label,vit_b_16_class,vit_b_16_confidence,vmamba_label,vmamba_class,vmamba_confidence,cnn_shallow_label,cnn_shallow_class,cnn_shallow_confidence
11,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7703338861465454,0,galaxy,0.9597150087356567,0,galaxy,0.949504554271698,0,galaxy,0.9094851613044739,0,galaxy,0.35804980993270874,0,galaxy,0.5701570510864258
12,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7020032405853271,0,galaxy,0.8799511790275574,0,galaxy,0.9688422083854675,0,galaxy,0.43204373121261597,0,galaxy,0.35803738236427307,0,galaxy,0.4802880883216858
13,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9018837809562683,0,galaxy,0.9532322883605957,0,galaxy,0.978042721748352,0,galaxy,0.9634407162666321,0,galaxy,0.3580491840839386,2,star,0.6771820187568665
14,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9388257265090942,0,galaxy,0.9694002270698547,0,galaxy,0.986440122127533,0,galaxy,0.6041039824485779,0,galaxy,0.358051598072052,0,galaxy,0.8278971910476685
15,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9874765276908875,0,galaxy,0.9985986351966858,0,galaxy,0.9847265481948853,0,galaxy,0.9706619381904602,0,galaxy,0.35805007815361023,0,galaxy,0.692544162273407
16,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5969460010528564,0,galaxy,0.9710524082183838,0,galaxy,0.9376417398452759,0,galaxy,0.7997056245803833,0,galaxy,0.35805177688598633,2,star,0.6598706841468811
17,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8532671332359314,0,galaxy,0.9239000678062439,0,galaxy,0.907396137714386,0,galaxy,0.8136356472969055,0,galaxy,0.35804134607315063,0,galaxy,0.41003942489624023
18,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9837974905967712,0,galaxy,0.9832212924957275,0,galaxy,0.9851668477058411,0,galaxy,0.9879213571548462,0,galaxy,0.35805121064186096,0,galaxy,0.7246111631393433
19,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9789400696754456,0,galaxy,0.8729590773582458,0,galaxy,0.9807271957397461,0,galaxy,0.9684011936187744,0,galaxy,0.3580491542816162,0,galaxy,0.7267303466796875
20,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9717268347740173,0,galaxy,0.9732277393341064,0,galaxy,0.9711354970932007,0,galaxy,0.9792371988296509,0,galaxy,0.35805007815361023,2,star,0.43560072779655457
21,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9690946340560913,0,galaxy,0.997032642364502,0,galaxy,0.9844231009483337,0,galaxy,0.9445972442626953,0,galaxy,0.3580527901649475,0,galaxy,0.5918431282043457
22,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9364227652549744,0,galaxy,0.8800413012504578,0,galaxy,0.9678995013237,0,galaxy,0.9463146328926086,0,galaxy,0.358049601316452,0,galaxy,0.8540770411491394
23,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9883008599281311,0,galaxy,0.9909668564796448,0,galaxy,0.9758826494216919,0,galaxy,0.9867750406265259,0,galaxy,0.35805007815361023,0,galaxy,0.6526864171028137
24,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9829429388046265,0,galaxy,0.9850165843963623,0,galaxy,0.987863302230835,0,galaxy,0.9873910546302795,0,galaxy,0.35805246233940125,0,galaxy,0.6940718293190002
25,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9940266609191895,0,galaxy,0.9967419505119324,0,galaxy,0.9891498684883118,0,galaxy,0.9875509142875671,0,galaxy,0.3580501973628998,0,galaxy,0.880549430847168
26,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.993166983127594,0,galaxy,0.9979573488235474,0,galaxy,0.9888315200805664,0,galaxy,0.9859341979026794,0,galaxy,0.35804373025894165,0,galaxy,0.9284067153930664
27,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9215590357780457,0,galaxy,0.9792795777320862,0,galaxy,0.931184709072113,0,galaxy,0.9678139686584473,0,galaxy,0.35805022716522217,0,galaxy,0.6881779432296753
28,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9067803025245667,0,galaxy,0.9153192639350891,0,galaxy,0.9398936033248901,0,galaxy,0.961407482624054,0,galaxy,0.358047217130661,0,galaxy,0.46006888151168823
29,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9791663289070129,0,galaxy,0.9901376962661743,0,galaxy,0.9556515216827393,0,galaxy,0.9856290221214294,0,galaxy,0.3580523133277893,0,galaxy,0.9279928207397461
30,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9861502051353455,0,galaxy,0.9956796765327454,0,galaxy,0.9737106561660767,0,galaxy,0.9609148502349854,0,galaxy,0.35806432366371155,0,galaxy,0.7467175126075745
31,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.950433075428009,0,galaxy,0.8620885014533997,0,galaxy,0.96368807554245,0,galaxy,0.9521311521530151,0,galaxy,0.35804951190948486,0,galaxy,0.6125259399414062
32,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9650744795799255,0,galaxy,0.9927002787590027,0,galaxy,0.9780552983283997,0,galaxy,0.972015917301178,0,galaxy,0.3580504059791565,0,galaxy,0.659343957901001
33,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9673608541488647,0,galaxy,0.9645008444786072,0,galaxy,0.913572371006012,0,galaxy,0.9548255205154419,0,galaxy,0.3580493628978729,0,galaxy,0.7033807635307312
34,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9559889435768127,0,galaxy,0.924069344997406,0,galaxy,0.960582435131073,0,galaxy,0.9814440011978149,0,galaxy,0.3580561578273773,0,galaxy,0.5114818811416626
35,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9924168586730957,0,galaxy,0.9927610158920288,0,galaxy,0.9848204255104065,0,galaxy,0.9855951070785522,0,galaxy,0.3580508232116699,0,galaxy,0.473594605922699
36,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7873912453651428,0,galaxy,0.9329482316970825,0,galaxy,0.908741295337677,0,galaxy,0.9060170650482178,0,galaxy,0.3580481708049774,0,galaxy,0.8804695010185242
37,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7873113751411438,0,galaxy,0.9816938042640686,0,galaxy,0.8965092897415161,0,galaxy,0.7191083431243896,0,galaxy,0.3580498695373535,0,galaxy,0.451284795999527
38,0,galaxy,0,galaxy,True,2,star,False,False,0,galaxy,0.5523967146873474,0,galaxy,0.9046764373779297,2,star,0.551401674747467,2,star,0.5474955439567566,0,galaxy,0.3580569326877594,2,star,0.6390851140022278
39,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9891411066055298,0,galaxy,0.991195797920227,0,galaxy,0.9784712195396423,0,galaxy,0.9897943139076233,0,galaxy,0.3580595850944519,0,galaxy,0.8874101042747498
40,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9931362867355347,0,galaxy,0.9865424633026123,0,galaxy,0.9821204543113708,0,galaxy,0.9848822951316833,0,galaxy,0.3580518066883087,0,galaxy,0.7388848066329956
41,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9264878630638123,0,galaxy,0.9317319989204407,0,galaxy,0.9607417583465576,0,galaxy,0.8618499636650085,0,galaxy,0.3580397665500641,0,galaxy,0.43737512826919556
42,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9069461822509766,0,galaxy,0.9284001588821411,0,galaxy,0.9566642642021179,0,galaxy,0.9436128735542297,0,galaxy,0.3580496609210968,2,star,0.38074108958244324
43,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9416555166244507,0,galaxy,0.9881320595741272,0,galaxy,0.9599456787109375,0,galaxy,0.9721047878265381,0,galaxy,0.35804808139801025,0,galaxy,0.573505163192749
44,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9322569370269775,0,galaxy,0.9703889489173889,0,galaxy,0.9853668212890625,0,galaxy,0.9821348190307617,0,galaxy,0.35804975032806396,0,galaxy,0.7254249453544617
45,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.913796603679657,0,galaxy,0.8930345177650452,0,galaxy,0.9560353755950928,0,galaxy,0.9323612451553345,0,galaxy,0.3580472767353058,0,galaxy,0.735200822353363
46,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9477419257164001,0,galaxy,0.9518898129463196,0,galaxy,0.95161372423172,0,galaxy,0.9023541212081909,0,galaxy,0.3580493927001953,2,star,0.418140172958374
47,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9513269662857056,0,galaxy,0.992957353591919,0,galaxy,0.9794949293136597,0,galaxy,0.9576928615570068,0,galaxy,0.35805070400238037,0,galaxy,0.7698959708213806
48,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9846087098121643,0,galaxy,0.9435268044471741,0,galaxy,0.9759629964828491,0,galaxy,0.9458866715431213,0,galaxy,0.3580494225025177,0,galaxy,0.6360735297203064
49,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9620049595832825,0,galaxy,0.9120640754699707,0,galaxy,0.9729686975479126,0,galaxy,0.9611894488334656,0,galaxy,0.35804927349090576,0,galaxy,0.5703576803207397
50,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9175652265548706,0,galaxy,0.9055781960487366,0,galaxy,0.565331757068634,2,star,0.38014066219329834,0,galaxy,0.3580487072467804,0,galaxy,0.6176005601882935
51,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.946723997592926,0,galaxy,0.8583115339279175,0,galaxy,0.9716435670852661,0,galaxy,0.9712499380111694,0,galaxy,0.3580402433872223,0,galaxy,0.5139049291610718
52,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9806298613548279,0,galaxy,0.9011619091033936,0,galaxy,0.9768900871276855,0,galaxy,0.9725964069366455,0,galaxy,0.3580497205257416,2,star,0.611188530921936
53,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9581989049911499,0,galaxy,0.9126609563827515,0,galaxy,0.9708346128463745,0,galaxy,0.9675485491752625,0,galaxy,0.35804983973503113,0,galaxy,0.626868724822998
54,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8779821991920471,0,galaxy,0.9275025129318237,0,galaxy,0.846332311630249,0,galaxy,0.7565913200378418,0,galaxy,0.35804858803749084,0,galaxy,0.6051297783851624
55,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9455530047416687,0,galaxy,0.9538468718528748,0,galaxy,0.9695386290550232,0,galaxy,0.9355801343917847,0,galaxy,0.3580494523048401,0,galaxy,0.5229236483573914
56,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9397380352020264,0,galaxy,0.788795530796051,0,galaxy,0.9769360423088074,0,galaxy,0.9772964119911194,0,galaxy,0.3580527901649475,0,galaxy,0.6871738433837891
57,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.987480103969574,0,galaxy,0.8839970827102661,0,galaxy,0.9840413331985474,0,galaxy,0.9831622838973999,0,galaxy,0.35805001854896545,0,galaxy,0.6309185028076172
58,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9836355447769165,0,galaxy,0.9353591799736023,0,galaxy,0.9415646195411682,0,galaxy,0.9510650634765625,0,galaxy,0.3580496609210968,0,galaxy,0.8390998840332031
59,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.996204674243927,0,galaxy,0.9276940226554871,0,galaxy,0.9846546649932861,0,galaxy,0.9330490231513977,0,galaxy,0.3580491542816162,0,galaxy,0.9143195152282715
60,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9900156855583191,0,galaxy,0.9486570358276367,0,galaxy,0.9800155758857727,0,galaxy,0.9793577194213867,0,galaxy,0.35805004835128784,0,galaxy,0.7974712252616882
61,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9600114822387695,0,galaxy,0.9955152869224548,0,galaxy,0.9735723733901978,0,galaxy,0.9850096106529236,0,galaxy,0.3580528199672699,0,galaxy,0.7575327157974243
62,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9906124472618103,0,galaxy,0.9990290403366089,0,galaxy,0.9927581548690796,0,galaxy,0.9919258952140808,0,galaxy,0.3580532670021057,0,galaxy,0.8036200404167175
63,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9913472533226013,0,galaxy,0.9480605721473694,0,galaxy,0.9758865833282471,0,galaxy,0.9749465584754944,0,galaxy,0.35805249214172363,0,galaxy,0.5227720737457275
64,0,galaxy,2,star,False,2,star,False,True,1,quasar,0.4242153465747833,0,galaxy,0.5677876472473145,2,star,0.5490705966949463,2,star,0.5785887837409973,0,galaxy,0.35804903507232666,2,star,0.4081236720085144
65,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9746385812759399,0,galaxy,0.8766459226608276,0,galaxy,0.8516076803207397,0,galaxy,0.766403079032898,0,galaxy,0.35804978013038635,0,galaxy,0.5774083137512207
66,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9862492680549622,0,galaxy,0.9903222918510437,0,galaxy,0.9851539134979248,0,galaxy,0.9880685210227966,0,galaxy,0.3580532670021057,2,star,0.5062153935432434
67,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.5067381858825684,0,galaxy,0.4340347945690155,0,galaxy,0.4971025288105011,2,star,0.520939826965332,0,galaxy,0.35804978013038635,0,galaxy,0.6065887808799744
68,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9915607571601868,0,galaxy,0.9902031421661377,0,galaxy,0.988295316696167,0,galaxy,0.9870883226394653,0,galaxy,0.35805588960647583,0,galaxy,0.8272667527198792
69,0,galaxy,1,quasar,False,1,quasar,False,True,1,quasar,0.3955213725566864,1,quasar,0.35318052768707275,0,galaxy,0.580390453338623,1,quasar,0.5091231465339661,0,galaxy,0.358029305934906,1,quasar,0.41734981536865234
70,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.49399521946907043,1,quasar,0.4825913906097412,0,galaxy,0.4763043224811554,2,star,0.4941976070404053,0,galaxy,0.35804927349090576,0,galaxy,0.7029464840888977
71,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7276953458786011,0,galaxy,0.4943293035030365,0,galaxy,0.8995423913002014,0,galaxy,0.6813109517097473,0,galaxy,0.35804855823516846,0,galaxy,0.7433440089225769
72,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.3946933448314667,1,quasar,0.3895462155342102,0,galaxy,0.5737007260322571,2,star,0.38561204075813293,0,galaxy,0.35807788372039795,0,galaxy,0.5786042809486389
73,0,galaxy,1,quasar,False,1,quasar,False,True,1,quasar,0.6200369596481323,1,quasar,0.6891175508499146,1,quasar,0.771504819393158,1,quasar,0.8141653537750244,0,galaxy,0.35805001854896545,1,quasar,0.628771960735321
74,0,galaxy,0,galaxy,True,1,quasar,False,False,0,galaxy,0.6365454196929932,0,galaxy,0.6560945510864258,1,quasar,0.4809602200984955,2,star,0.7428771257400513,0,galaxy,0.3580498993396759,1,quasar,0.7976056337356567
75,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7200018167495728,0,galaxy,0.4787288010120392,2,star,0.5326966047286987,0,galaxy,0.509036123752594,0,galaxy,0.3580474555492401,0,galaxy,0.8893206715583801
76,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.4884693920612335,1,quasar,0.434385746717453,1,quasar,0.46109768748283386,0,galaxy,0.4312443733215332,0,galaxy,0.35800260305404663,0,galaxy,0.7007623910903931
77,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9471498727798462,0,galaxy,0.8636214137077332,0,galaxy,0.972423255443573,0,galaxy,0.9802645444869995,0,galaxy,0.35803934931755066,0,galaxy,0.9524672627449036
78,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.983601987361908,0,galaxy,0.9960442781448364,0,galaxy,0.9753112196922302,0,galaxy,0.9846030473709106,0,galaxy,0.3580532968044281,0,galaxy,0.909785807132721
79,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.3912682831287384,0,galaxy,0.6021111607551575,0,galaxy,0.947549045085907,2,star,0.4549257159233093,0,galaxy,0.358041375875473,1,quasar,0.6403825283050537
80,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9841068983078003,0,galaxy,0.9508458971977234,0,galaxy,0.9757861495018005,0,galaxy,0.9015117883682251,0,galaxy,0.358049601316452,0,galaxy,0.6855760216712952
81,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.46784093976020813,0,galaxy,0.403402179479599,0,galaxy,0.9368312358856201,0,galaxy,0.913102924823761,0,galaxy,0.3580312728881836,0,galaxy,0.8812562823295593
82,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.826966404914856,0,galaxy,0.8464996218681335,0,galaxy,0.9503663182258606,0,galaxy,0.8268953561782837,0,galaxy,0.35804831981658936,2,star,0.37788835167884827
83,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9608559608459473,0,galaxy,0.9963801503181458,0,galaxy,0.9283596873283386,0,galaxy,0.9779282808303833,0,galaxy,0.3580522835254669,0,galaxy,0.9272630214691162
84,0,galaxy,0,galaxy,True,0,galaxy,True,True,2,star,0.6641798615455627,0,galaxy,0.43891641497612,0,galaxy,0.7921699285507202,2,star,0.5851004719734192,0,galaxy,0.35804787278175354,0,galaxy,0.5356721878051758
85,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9561489224433899,0,galaxy,0.7672494053840637,0,galaxy,0.986054003238678,0,galaxy,0.9609986543655396,0,galaxy,0.3580504357814789,0,galaxy,0.7774004340171814
86,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.6848655343055725,0,galaxy,0.8419219255447388,0,galaxy,0.8278453350067139,0,galaxy,0.8381144404411316,0,galaxy,0.35803642868995667,0,galaxy,0.7883042693138123
87,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9274033308029175,0,galaxy,0.9873399138450623,0,galaxy,0.9761378765106201,0,galaxy,0.5515860319137573,0,galaxy,0.35805371403694153,0,galaxy,0.5565986037254333
88,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9529556035995483,0,galaxy,0.81415194272995,0,galaxy,0.9685974717140198,0,galaxy,0.9748274683952332,0,galaxy,0.35804829001426697,0,galaxy,0.7662909626960754
89,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7131756544113159,0,galaxy,0.7565827369689941,0,galaxy,0.9734321236610413,0,galaxy,0.8862504959106445,0,galaxy,0.3580554723739624,0,galaxy,0.6796994805335999
90,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9758077263832092,0,galaxy,0.9882144927978516,0,galaxy,0.9844924211502075,0,galaxy,0.9789760708808899,0,galaxy,0.35804471373558044,1,quasar,0.396327942609787
91,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.974534273147583,0,galaxy,0.9600219130516052,0,galaxy,0.985461413860321,0,galaxy,0.9800280332565308,0,galaxy,0.35804930329322815,0,galaxy,0.6744996905326843
92,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9169524312019348,0,galaxy,0.8554486036300659,0,galaxy,0.9452932476997375,0,galaxy,0.9437865614891052,0,galaxy,0.35805389285087585,1,quasar,0.58409184217453
93,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9714969396591187,0,galaxy,0.8382635116577148,0,galaxy,0.9620043635368347,0,galaxy,0.9753270149230957,0,galaxy,0.35804983973503113,1,quasar,0.4502221345901489
94,0,galaxy,1,quasar,False,1,quasar,False,True,1,quasar,0.5902683138847351,1,quasar,0.4071424603462219,0,galaxy,0.700054407119751,2,star,0.3929300606250763,0,galaxy,0.3580425977706909,1,quasar,0.5030113458633423
95,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.49799734354019165,0,galaxy,0.5564365983009338,0,galaxy,0.9016726016998291,2,star,0.470350444316864,0,galaxy,0.358047753572464,1,quasar,0.572417140007019
96,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.483784019947052,0,galaxy,0.5184431076049805,0,galaxy,0.4000038802623749,1,quasar,0.4999698996543884,0,galaxy,0.3580457866191864,0,galaxy,0.3963400721549988
97,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9450498223304749,0,galaxy,0.9041136503219604,0,galaxy,0.9807794094085693,0,galaxy,0.9678192138671875,0,galaxy,0.3580479621887207,1,quasar,0.5511438846588135
98,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8289036154747009,0,galaxy,0.8336514234542847,0,galaxy,0.9731073975563049,0,galaxy,0.7280181050300598,0,galaxy,0.35805103182792664,1,quasar,0.5732858777046204
99,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5389916300773621,0,galaxy,0.8228965997695923,0,galaxy,0.7463842034339905,0,galaxy,0.4789920449256897,0,galaxy,0.3580475151538849,1,quasar,0.37801840901374817
100,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9703236222267151,0,galaxy,0.9160610437393188,0,galaxy,0.9716339111328125,0,galaxy,0.9321388006210327,0,galaxy,0.3580387234687805,0,galaxy,0.671445369720459
101,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9666427373886108,0,galaxy,0.957290768623352,0,galaxy,0.9721904993057251,0,galaxy,0.9666383862495422,0,galaxy,0.3580492436885834,0,galaxy,0.7657849788665771
102,0,galaxy,0,galaxy,True,0,galaxy,True,True,1,quasar,0.5502026677131653,0,galaxy,0.959196925163269,0,galaxy,0.8763437867164612,1,quasar,0.3797151446342468,0,galaxy,0.3580397963523865,0,galaxy,0.5497467517852783
103,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9730330109596252,0,galaxy,0.9853929877281189,0,galaxy,0.9744855165481567,0,galaxy,0.9776986837387085,0,galaxy,0.3580244481563568,1,quasar,0.45076167583465576
104,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7883923649787903,0,galaxy,0.9107627868652344,0,galaxy,0.8158903121948242,0,galaxy,0.8285442590713501,0,galaxy,0.3581514358520508,0,galaxy,0.46738389134407043
105,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9491471648216248,0,galaxy,0.9363172054290771,0,galaxy,0.9816964268684387,0,galaxy,0.9797894954681396,0,galaxy,0.3580513298511505,0,galaxy,0.7094268202781677
106,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5299078226089478,0,galaxy,0.4539433419704437,0,galaxy,0.824419379234314,0,galaxy,0.8304807543754578,0,galaxy,0.3580443561077118,0,galaxy,0.4379841387271881
107,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7638716101646423,0,galaxy,0.5869417786598206,0,galaxy,0.9390004277229309,0,galaxy,0.7168993949890137,0,galaxy,0.35804906487464905,0,galaxy,0.8694658875465393
108,0,galaxy,1,quasar,False,1,quasar,False,True,1,quasar,0.4854738712310791,0,galaxy,0.33836179971694946,1,quasar,0.5761889219284058,1,quasar,0.6272000670433044,0,galaxy,0.35805341601371765,1,quasar,0.558071494102478
