star_id,objID,specObjID,object_dir,spectrum_path,spectrum_metadata_path,target_path,spectral_subclass_raw,spectral_parent_label,spectral_leaf_label,input_pixels,valid_pixels,nan_fraction,coverage_fraction,wavelength_min,wavelength_max,split
STAR_000013,1237648702979113328,1031426884023379968,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000013,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031426884023379968.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031426884023379968.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000013\Target\target.json,K1,K,K1,3834,3826,0.0,0.9973571044390466,3812.412496388137,9198.140860358988,train
STAR_000014,1237648702979178647,1031427433779193856,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000014,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031427433779193856.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031427433779193856.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000014\Target\target.json,K3,K,K3,3835,3827,0.0,0.9975194819888815,3811.5356576190284,9198.140860358988,train
STAR_000015,1237648702979309839,1031446675232679936,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000015,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031446675232679936.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031446675232679936.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000015\Target\target.json,Carbon_lines,CARBON,CARBON,3846,3838,0.0,0.9993051046378852,3801.8932953144076,9198.140860358988,validation
STAR_000016,1237648702979309817,1031447499866400768,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000016,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031447499866400768.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031447499866400768.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000016\Target\target.json,K7,K,K7,3844,3836,0.0,0.9989807471492215,3803.644825753192,9198.140860358988,train
STAR_000017,1237648702979506317,1031468665465235456,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000017,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031468665465235456.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031468665465235456.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000017\Target\target.json,F5,F,F5,3839,3835,0.0,0.9988183189833076,3804.5219378491265,9198.140860358988,train
STAR_000018,1237648702979440676,1031470864488491008,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000018,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031470864488491008.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031470864488491008.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000018\Target\target.json,A0,A,A0,3838,3834,0.0,0.9986562402292165,3805.397163121219,9198.140860358988,validation
STAR_000019,1237648702979638202,1031480485215234048,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000019,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1031480485215234048.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1031480485215234048.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000019\Target\target.json,M7,M,M7,3832,3829,0.0,0.9978445123717098,3809.780493551755,9198.140860358988,train
STAR_000020,1237648702979899727,1032538490648160256,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000020,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1032538490648160256.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1032538490648160256.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000020\Target\target.json,M5,M,M5,3668,3664,0.0,0.9705244400772502,3957.308883941837,9198.140860358988,train
STAR_000021,1237648703517950050,1033687205488388096,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000021,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1033687205488388096.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1033687205488388096.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000021\Target\target.json,F5,F,F5,3844,3836,0.0,0.9989807471492215,3803.644825753192,9198.140860358988,train
STAR_000022,1237648703518212188,1033724588883732480,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000022,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1033724588883732480.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1033724588883732480.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000022\Target\target.json,M4,M,M4,3839,3837,0.0,0.9991427512680918,3802.7700035112916,9198.140860358988,train
STAR_000023,1237648702981997135,1034812280845395968,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000023,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034812280845395968.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034812280845395968.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000023\Target\target.json,M7,M,M7,3848,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,validation
STAR_000024,1237648702981931427,1034816678891907072,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000024,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034816678891907072.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034816678891907072.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000024\Target\target.json,A0,A,A0,3847,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,test
STAR_000025,1237648702982062294,1034824375473301504,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000025,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034824375473301504.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034824375473301504.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000025\Target\target.json,M3,M,M3,3847,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000026,1237648702981997376,1034826574496557056,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000026,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034826574496557056.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034826574496557056.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000026\Target\target.json,L5.5,L,L5.5,3848,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_000027,1237648702982128312,1034845815950043136,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000027,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034845815950043136.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034845815950043136.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000027\Target\target.json,M6,M,M6,3845,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_000028,1237648702982194336,1034846090827950080,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000028,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034846090827950080.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034846090827950080.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000028\Target\target.json,M6,M,M6,3844,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000029,1237648702982128263,1034846915461670912,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000029,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034846915461670912.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034846915461670912.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000029\Target\target.json,M0V,M,M0,3844,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000030,1237648703519064074,1034849389362833408,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000030,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034849389362833408.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034849389362833408.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000030\Target\target.json,A0,A,A0,3843,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000031,1237648703519129833,1034857910577948672,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000031,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034857910577948672.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034857910577948672.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000031\Target\target.json,WD,WD,WD,3842,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000032,1237648702982521375,1034867256426784768,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000032,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034867256426784768.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034867256426784768.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000032\Target\target.json,L9,L,L9,3834,3831,0.0,0.9981693930821489,3808.0261377153843,9198.140860358988,train
STAR_000033,1237648702982586753,1034869730327947264,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000033,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1034869730327947264.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1034869730327947264.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000033\Target\target.json,M3,M,M3,3831,3828,0.0,0.9976818221925657,3810.659020519133,9198.140860358988,train
STAR_000034,1237648702982783056,1035916740309051392,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000034,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035916740309051392.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035916740309051392.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000034\Target\target.json,F5,F,F5,3830,3822,0.0,0.99670644473139,3815.9260588094817,9198.140860358988,train
STAR_000035,1237648702982652267,1035917015186958336,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000035,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035917015186958336.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035917015186958336.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000035\Target\target.json,M4,M,M4,3831,3823,0.0,0.9968689719302091,3815.048411935859,9198.140860358988,test
STAR_000036,1237648702982914291,1035932133471840256,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000036,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035932133471840256.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035932133471840256.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000036\Target\target.json,K7,K,K7,3845,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000037,1237648702983176194,1035953848826488832,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000037,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035953848826488832.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035953848826488832.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000037\Target\target.json,F2,F,F2,3849,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,validation
STAR_000038,1237648702983373161,1035983535640438784,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000038,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035983535640438784.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035983535640438784.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000038\Target\target.json,M1,M,M1,3836,3836,0.0,0.9980609229286428,3800.142571433285,9189.671555247956,validation
STAR_000039,1237648703520243849,1035984360274159616,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000039,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035984360274159616.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035984360274159616.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000039\Target\target.json,CarbonWD,WD,WD,3835,3835,0.0,0.9978986443205273,3801.0188759171087,9189.671555247956,train
STAR_000040,1237648702983570193,1035993156367181824,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000040,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035993156367181824.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035993156367181824.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000040\Target\target.json,Carbon_lines,CARBON,CARBON,3826,3826,0.0,0.9962095984991642,3808.0261377153843,9187.55796961087,train
STAR_000041,1237648702983504204,1035995630268344320,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000041,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035995630268344320.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035995630268344320.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000041\Target\target.json,M4,M,M4,3823,3823,0.0,0.9957220276095811,3810.659020519133,9187.55796961087,train
STAR_000042,1237648702983438706,1035998104169506816,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000042,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035998104169506816.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035998104169506816.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000042\Target\target.json,A0,A,A0,3820,3820,0.0,0.995234507281725,3813.291630289555,9187.55796961087,train
STAR_000043,1237648702983766573,1037043464329521152,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000043,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037043464329521152.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037043464329521152.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000043\Target\target.json,A0p,A,A0,3823,3815,0.0,0.9955665412716672,3822.081537491985,9198.140860358988,train
STAR_000044,1237648702983766336,1037046213108590592,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000044,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037046213108590592.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037046213108590592.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000044\Target\target.json,A0,A,A0,3827,3819,0.0,0.9962182505599231,3818.562307335403,9198.140860358988,validation
STAR_000045,1237648702983962972,1037067103829518336,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000045,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037067103829518336.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037067103829518336.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000045\Target\target.json,M1,M,M1,3845,3837,0.0,0.9991427512680918,3802.7700035112916,9198.140860358988,test
STAR_000046,1237648702984159286,1037077274312075264,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000046,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037077274312075264.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037077274312075264.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000046\Target\target.json,F5,F,F5,3848,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_000047,1237648702984094267,1037078648701609984,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000047,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037078648701609984.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037078648701609984.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000047\Target\target.json,WD,WD,WD,3847,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_000048,1237648702984093928,1037080023091144704,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000048,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037080023091144704.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037080023091144704.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000048\Target\target.json,K5,K,K5,3847,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,validation
STAR_000049,1237648702984290760,1037098165033003008,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000049,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037098165033003008.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037098165033003008.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000049\Target\target.json,WD,WD,WD,3841,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_000050,1237648702984159585,1037099814300444672,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000050,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037099814300444672.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037099814300444672.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000050\Target\target.json,M2,M,M2,3840,3838,0.0,0.9993051046378852,3801.8932953144076,9198.140860358988,train
STAR_000051,1237648702984356594,1037100364056258560,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000051,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037100364056258560.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037100364056258560.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000051\Target\target.json,Carbon_lines,CARBON,CARBON,3840,3838,0.0,0.9993051046378852,3801.8932953144076,9198.140860358988,train
STAR_000052,1237648702984421688,1037113283317884928,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000052,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037113283317884928.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037113283317884928.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000052\Target\target.json,F5,F,F5,3831,3830,0.0,0.9980067778197793,3808.9042601321803,9198.140860358988,train
STAR_000053,1237648702984618216,1037123453800441856,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000053,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1037123453800441856.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1037123453800441856.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000053\Target\target.json,K3,K,K3,3820,3819,0.0,0.9962182505599231,3818.562307335403,9198.140860358988,train
STAR_000054,1237648702984749232,1038172388665092096,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000054,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1038172388665092096.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1038172388665092096.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000054\Target\target.json,M3,M,M3,3818,3810,0.0,0.9947512544764514,3826.48408618615,9198.140860358988,train
STAR_000055,1237648702985535856,1038235610583689216,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000055,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1038235610583689216.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1038235610583689216.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000055\Target\target.json,M5,M,M5,3830,3824,0.0,0.9970318495076147,3814.168873017869,9198.140860358988,train
STAR_000056,1237648702985601470,1038236160339503104,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000056,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1038236160339503104.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1038236160339503104.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000056\Target\target.json,F9,F,F9,3829,3823,0.0,0.9968689719302091,3815.048411935859,9198.140860358988,train
STAR_000057,1237648702986059806,1039306809417951232,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000057,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1039306809417951232.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1039306809417951232.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000057\Target\target.json,F5,F,F5,3833,3825,0.0,0.9971943018647097,3813.291630289555,9198.140860358988,train
STAR_000058,1237648702986125397,1039318354290042880,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000058,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1039318354290042880.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1039318354290042880.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000058\Target\target.json,A0,A,A0,3844,3834,0.0,0.9986562402292165,3805.397163121219,9198.140860358988,train
STAR_000059,1237648703523127321,1039327150383065088,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000059,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1039327150383065088.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1039327150383065088.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000059\Target\target.json,F2,F,F2,3847,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,test
