star_id,objID,specObjID,object_dir,spectrum_path,spectrum_metadata_path,target_path,spectral_subclass_raw,spectral_parent_label,spectral_leaf_label,input_pixels,valid_pixels,nan_fraction,coverage_fraction,wavelength_min,wavelength_max,split
STAR_003298,1237648703507333163,328801282699585536,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003298,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\328801282699585536.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\328801282699585536.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003298\Target\target.json,F5,F,F5,3847,3837,0.0,0.9984524177183993,3800.142571433285,9191.785627112642,train
STAR_006753,1237648702984815835,4526359332645001216,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006753,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4526359332645001216.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4526359332645001216.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006753\Target\target.json,M5III (221615),M,M5,4625,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_006532,1237648704062161432,4515094561442519040,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006532,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4515094561442519040.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4515094561442519040.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006532\Target\target.json,A4V (136729),A,A4,4626,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,validation
STAR_002040,1237648704578191376,2880179024754141184,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002040,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\2880179024754141184.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\2880179024754141184.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002040\Target\target.json,F5,F,F5,3843,3833,0.0,0.998494124189121,3806.272589737735,9198.140860358988,train
STAR_004029,1237648704054362186,342288167203792896,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004029,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\342288167203792896.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\342288167203792896.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004029\Target\target.json,F9,F,F9,3845,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_003119,1237648703505760388,3287662988890236928,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003119,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3287662988890236928.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3287662988890236928.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003119\Target\target.json,F9,F,F9,3818,3818,0.0,0.9933068718568487,3808.9042601321803,9172.761368159163,validation
STAR_000669,1237646587713094665,1404122298193045504,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000669,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1404122298193045504.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1404122298193045504.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000669\Target\target.json,M2,M,M2,3847,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_004904,1237648702973542431,3723420894299791360,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004904,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3723420894299791360.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3723420894299791360.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004904\Target\target.json,F5,F,F5,3816,3816,0.0,0.993667921952121,3813.291630289555,9179.098408831009,train
STAR_003051,1237648705131380923,3275416629906794496,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003051,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3275416629906794496.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3275416629906794496.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003051\Target\target.json,F5,F,F5,3813,3807,0.0,0.9942613202736899,3829.129730881063,9198.140860358988,train
STAR_003059,1237648703506153657,3287629178907682816,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003059,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3287629178907682816.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3287629178907682816.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003059\Target\target.json,F9,F,F9,3802,3802,0.0,0.9907034198344883,3822.962901052926,9172.761368159163,train
STAR_000108,1237645943973609570,1202606554776365056,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000108,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1202606554776365056.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1202606554776365056.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000108\Target\target.json,L1,L,L1,3844,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_003743,1237648705119125528,331111088076646400,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003743,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\331111088076646400.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\331111088076646400.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003743\Target\target.json,G2,G,G2,3828,3820,0.0,0.9963808900413392,3817.6840541357556,9198.140860358988,train
STAR_004769,1237648705651146765,3722382404762050560,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004769,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3722382404762050560.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3722382404762050560.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004769\Target\target.json,K3,K,K3,3831,3824,0.0,0.9970318495076147,3814.168873017869,9198.140860358988,test
STAR_005324,1237648704064325287,386259287858505728,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005324,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\386259287858505728.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\386259287858505728.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005324\Target\target.json,M7,M,M7,3821,3821,0.0,0.9951674388620297,3811.5356576190284,9185.439827473989,train
STAR_000734,1237646587713356349,1404157207687227392,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000734,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1404157207687227392.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1404157207687227392.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000734\Target\target.json,G5,G,G5,3831,3831,0.0,0.997938883445047,3807.1503077902407,9196.020278393495,train
STAR_008965,1237646798133068838,8388216102522738688,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008965,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8388216102522738688.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8388216102522738688.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008965\Target\target.json,K5 (G_19-24),K,K5,4594,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_004823,1237648703511134249,3723371141398634496,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004823,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3723371141398634496.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3723371141398634496.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004823\Target\target.json,G0,G,G0,3827,3827,0.0,0.9968298827741596,3808.9042601321803,9191.785627112642,train
STAR_007135,1237648702980424371,4539813231817152512,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007135,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4539813231817152512.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4539813231817152512.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007135\Target\target.json,F2V (33256),F,F2,4624,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_008519,1237646796521932999,8388051175778572288,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008519,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8388051175778572288.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8388051175778572288.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008519\Target\target.json,K0IV (191026),K,K0,4627,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_009405,1237648702972952590,8394776888489564160,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009405,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8394776888489564160.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8394776888489564160.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009405\Target\target.json,F0IV (81937),F,F0,4625,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_008053,1237646793309946401,8171966627509983232,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008053,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8171966627509983232.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8171966627509983232.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008053\Target\target.json,G1V (95128),G,G1,3852,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_000036,1237648702982914291,1035932133471840256,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000036,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1035932133471840256.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1035932133471840256.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000036\Target\target.json,K7,K,K7,3845,3839,0.0,0.9994670341559035,3801.0188759171087,9198.140860358988,train
STAR_006743,1237648703521489679,4526321674371749888,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006743,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4526321674371749888.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4526321674371749888.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006743\Target\target.json,WDmagnetic,WD,WD,4623,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_001878,1237648702967906462,2880063301155317760,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_001878,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\2880063301155317760.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\2880063301155317760.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_001878\Target\target.json,K1,K,K1,3823,3818,0.0,0.9960551853683972,3819.442859369643,9198.140860358988,validation
STAR_009240,1237646798137000549,8389286752255498240,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009240,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8389286752255498240.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8389286752255498240.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009240\Target\target.json,K3V (32147),K,K3,4597,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_006120,1237648705114472687,4330410967328643072,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006120,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4330410967328643072.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4330410967328643072.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006120\Target\target.json,F3/F5V (30743),F,F3,4627,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_002288,1237648704577732720,2891418782587185152,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002288,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\2891418782587185152.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\2891418782587185152.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002288\Target\target.json,A0,A,A0,3830,3822,0.0,0.99670644473139,3815.9260588094817,9198.140860358988,test
STAR_002996,1237648705130790988,3275369350906800128,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002996,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3275369350906800128.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3275369350906800128.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002996\Target\target.json,F5,F,F5,3841,3831,0.0,0.9981693930821489,3808.0261377153843,9198.140860358988,train
STAR_009044,1237646796526715411,8389118252098541568,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009044,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8389118252098541568.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8389118252098541568.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_009044\Target\target.json,K3V (32147),K,K3,4627,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_001727,1237646587711390430,2310505820208523264,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_001727,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\2310505820208523264.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\2310505820208523264.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_001727\Target\target.json,K1,K,K1,3828,3822,0.0,0.99670644473139,3815.9260588094817,9198.140860358988,train
STAR_004923,1237648705120829673,3723449481602113536,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004923,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3723449481602113536.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3723449481602113536.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004923\Target\target.json,M1,M,M1,3822,3814,0.0,0.9954033257974189,3822.962901052926,9198.140860358988,train
STAR_000361,1237646588248851663,1401904326699411456,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000361,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1401904326699411456.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1401904326699411456.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000361\Target\target.json,M2,M,M2,3825,3819,0.0,0.9962182505599231,3818.562307335403,9198.140860358988,train
STAR_002907,1237648704057049252,3275296508261459968,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002907,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3275296508261459968.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3275296508261459968.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002907\Target\target.json,F9,F,F9,3827,3827,0.0,0.9954543672366327,3803.644825753192,9179.098408831009,validation
STAR_008799,1237646797595805112,8388154529871583232,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008799,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8388154529871583232.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8388154529871583232.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_008799\Target\target.json,K5 (G_19-24),K,K5,4592,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_003413,1237648705120370835,3294517620312664064,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003413,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3294517620312664064.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3294517620312664064.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_003413\Target\target.json,F9,F,F9,3839,3831,0.0,0.9981693930821489,3808.0261377153843,9198.140860358988,train
STAR_002493,1237648703506284580,3259484155221665792,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002493,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3259484155221665792.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3259484155221665792.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002493\Target\target.json,F9,F,F9,3806,3806,0.0,0.9913552794054666,3819.442859369643,9172.761368159163,train
STAR_002992,1237648704593723466,3275363303592847360,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002992,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\3275363303592847360.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\3275363303592847360.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_002992\Target\target.json,F5,F,F5,3838,3830,0.0,0.9980067778197793,3808.9042601321803,9198.140860358988,train
STAR_007200,1237648703515525638,4545283582042855424,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007200,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4545283582042855424.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4545283582042855424.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007200\Target\target.json,M4.5:III (123657),M,M4.5,4635,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_004402,1237648702966333652,363687962115860480,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004402,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\363687962115860480.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\363687962115860480.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_004402\Target\target.json,K1,K,K1,3843,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_006888,1237648705128104690,4534067463894358016,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006888,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4534067463894358016.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4534067463894358016.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_006888\Target\target.json,M5III (221615),M,M5,4638,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_005995,1237648703508316371,4271916672410212352,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005995,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\4271916672410212352.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\4271916672410212352.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005995\Target\target.json,A8V (155514),A,A8,4620,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,train
STAR_007671,1237646586102219242,8170701640271419392,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007671,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\8170701640271419392.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\8170701640271419392.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_007671\Target\target.json,K4Iab: (34255),K,K4,4624,3840,0.0,0.999629312764019,3800.142571433285,9198.140860358988,test
STAR_005507,1237648673996080659,389569917386516480,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005507,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\389569917386516480.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\389569917386516480.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_005507\Target\target.json,M5,M,M5,3841,3837,0.0,0.9991427512680918,3802.7700035112916,9198.140860358988,train
STAR_000624,1237646587712700822,1404089312844212224,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000624,C:\Users\phvna\Faculdade\TCC\dataset\spectra\star\1404089312844212224.fits,C:\Users\phvna\Faculdade\TCC\dataset\metadata\spectra\star\1404089312844212224.json,C:\Users\phvna\Faculdade\TCC\dataset\star_objects\STAR_000624\Target\target.json,T2,T,T2,3830,3823,0.0,0.9968689719302091,3815.048411935859,9198.140860358988,train
